Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,Sex_I,Sex_M
0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5,174,True,False
0.63,0.485,0.16,1.243,0.623,0.275,0.3,10,2850,False,True
0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8,844,False,True
0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10,146,False,True
0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8,2238,True,False
0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11,4007,False,False
0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,3609,False,False
0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,1055,True,False
0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9,137,False,True
0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,2094,True,False
0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,2146,False,True
0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,327,False,True
0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7,918,True,False
0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12,184,False,False
0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9,702,False,False
0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,1581,True,False
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,3208,True,False
0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9,714,False,True
0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,2485,True,False
0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17,2233,False,True
0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14,3243,False,False
0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6,3975,True,False
0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,3390,False,True
0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10,152,False,False
0.49,0.37,0.11,0.538,0.271,0.1035,0.139,8,2059,True,False
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,1602,True,False
0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,2498,False,True
0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,2127,True,False
0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,3471,False,False
0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,368,False,True
0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,2563,True,False
0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,856,False,True
0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,10,2915,True,False
0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4,694,True,False
0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9,2278,False,True
0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10,2846,False,True
0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6,1544,True,False
0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15,0,False,True
0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,3952,True,False
0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,2501,False,False
0.44,0.34,0.1,0.451,0.188,0.087,0.13,10,17,False,False
0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6,1039,False,False
0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8,3019,True,False
0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,396,False,False
0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13,605,True,False
0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11,3062,False,False
0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7,1884,False,True
0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,860,False,False
0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,420,False,False
0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,1341,False,True
0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,7,3114,True,False
0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,3847,False,True
0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12,3901,False,False
0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,3309,True,False
0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,3487,True,False
0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,3678,False,False
0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,3628,False,False
0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10,2966,False,True
0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11,4106,False,False
0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,1479,False,True
0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6,3533,True,False
0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11,335,False,True
0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11,265,False,False
0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,2446,False,False
0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,2362,False,False
0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10,1808,False,False
0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9,1908,False,True
0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8,2643,True,False
0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10,726,False,True
0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,2476,False,True
0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4,1053,True,False
0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8,2847,False,True
0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,3412,True,False
0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,3406,True,False
0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12,3256,False,False
0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7,2723,True,False
0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10,2031,False,False
0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,544,False,False
0.305,0.22,0.07,0.141,0.062,0.031,0.037,5,902,True,False
0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10,4087,True,False
0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17,3271,False,True
0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,378,False,True
0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8,1104,True,False
0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6,1560,True,False
0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,3934,True,False
0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12,3829,False,False
0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8,4074,True,False
0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,3786,False,True
0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,2557,True,False
0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,105,False,False
0.42,0.335,0.115,0.369,0.171,0.071,0.12,8,204,False,True
0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,314,False,True
0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,3595,False,True
0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8,1113,True,False
0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10,11,False,True
0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,2061,False,False
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18,3274,False,False
0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,2424,False,True
0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11,4093,False,True
0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17,477,False,True
0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8,994,False,False
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,2518,False,True
0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,1613,True,False
0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,1331,False,True
0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,857,False,True
0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11,3006,False,True
0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17,2161,False,False
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10,2987,False,True
0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10,2325,False,False
0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9,2774,False,False
0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,1393,False,True
0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4,3473,True,False
0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11,3687,True,False
0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,427,False,True
0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,3393,False,True
0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10,1141,True,False
0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17,130,False,True
0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11,2951,False,True
0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11,4131,True,False
0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10,3039,False,True
0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,2380,False,True
0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,2592,False,True
0.59,0.45,0.16,0.9,0.358,0.156,0.315,19,642,False,False
0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11,3071,False,False
0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10,3962,False,False
0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,2517,False,True
0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9,1162,False,True
0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,2602,False,True
0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5,3633,True,False
0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,979,False,True
0.575,0.47,0.165,0.853,0.292,0.179,0.35,16,3904,False,True
0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5,239,True,False
0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16,657,False,False
0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9,1733,False,True
0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8,1771,True,False
0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,2698,False,False
0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,2472,False,True
0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,3366,False,True
0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,710,True,False
0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,996,False,True
0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,2473,False,False
0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,3651,True,False
0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9,4082,True,False
0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,3424,False,True
0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,2003,True,False
0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,2018,False,True
0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,1491,False,False
0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7,1255,True,False
0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13,3147,False,False
0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,2477,False,True
0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,3659,False,True
0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,1456,True,False
0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,480,False,False
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,1284,True,False
0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,1010,False,False
0.485,0.355,0.13,0.581,0.245,0.132,0.168,12,566,True,False
0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7,1071,True,False
0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,1652,False,True
0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10,808,False,False
0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,2194,True,False
0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,3456,False,False
0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,3872,False,False
0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11,2863,False,True
0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,762,False,False
0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,483,False,False
0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10,21,True,False
0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,3375,False,False
0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13,3184,False,False
0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,2712,True,False
0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,1519,False,True
0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,3510,False,True
0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,800,False,True
0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8,2978,False,True
0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7,1575,True,False
0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,1495,False,False
0.655,0.53,0.19,1.428,0.493,0.318,0.565,18,3279,False,False
0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7,1079,True,False
0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11,2093,False,False
0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14,165,False,True
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9,1677,False,True
0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,841,False,False
0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,3425,False,False
0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,954,False,True
0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,3927,True,False
0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,1238,True,False
0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9,1192,False,True
0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11,4035,True,False
0.47,0.36,0.13,0.472,0.182,0.114,0.15,10,304,False,False
0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,2191,False,True
0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6,920,True,False
0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11,4038,True,False
0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,965,False,True
0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,3470,False,True
0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,2387,True,False
0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14,2179,False,False
0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,1307,True,False
0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,2062,False,True
0.55,0.44,0.16,0.991,0.348,0.168,0.375,20,3944,False,True
0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6,3982,True,False
0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,473,False,False
0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,689,False,True
0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,791,False,False
0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8,2881,True,False
0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10,3040,False,False
0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10,3986,False,False
0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,2770,False,False
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11,78,False,False
0.28,0.215,0.08,0.132,0.072,0.022,0.033,5,2038,True,False
0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,1419,False,False
0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9,2942,False,True
0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,3264,False,False
0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,150,False,True
0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14,272,False,True
0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11,575,False,False
0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13,3005,False,True
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7,18,False,True
0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7,60,False,True
0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,3296,False,False
0.6,0.445,0.175,1.057,0.383,0.216,0.355,16,3305,True,False
0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11,3074,False,True
0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7,1098,False,True
0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11,2087,False,True
0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,2474,False,True
0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7,51,False,True
0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,2232,False,False
0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16,36,False,False
0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9,1142,False,True
0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,3492,False,True
0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,2221,False,True
0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,4130,False,True
0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17,240,False,True
0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11,1926,False,True
0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11,3845,False,True
0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8,4060,True,False
0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7,988,False,True
0.47,0.385,0.13,0.587,0.264,0.117,0.174,8,2879,True,False
0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8,1018,False,True
0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,2640,True,False
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,106,False,False
0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8,1144,False,True
0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12,1042,False,False
0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,2357,False,True
0.63,0.465,0.15,1.027,0.537,0.188,0.176,8,2688,False,True
0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10,4115,False,False
0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,2402,True,False
0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9,3494,False,False
0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6,821,True,False
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,2682,False,True
0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6,2816,True,False
0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6,3965,True,False
0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,3261,False,False
0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,3791,False,False
0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,775,False,True
0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,3548,False,False
0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,842,False,True
0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11,2945,False,False
0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,1463,False,True
0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11,2196,True,False
0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,3610,False,True
0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11,4147,False,True
0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,2182,False,True
0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,1310,True,False
0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12,3515,False,False
0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9,2661,False,True
0.435,0.325,0.12,0.346,0.159,0.084,0.095,7,2010,True,False
0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13,602,False,False
0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7,4026,True,False
0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17,2315,False,True
0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10,3881,False,False
0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15,2274,False,True
0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8,2632,True,False
0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10,2758,False,True
0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,503,False,False
0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9,2882,True,False
0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,3218,False,False
0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10,1041,False,False
0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11,1051,False,False
0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,2666,False,True
0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,1592,True,False
0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9,4005,False,False
0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,3808,False,True
0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,1488,False,True
0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,472,True,False
0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,2510,True,False
0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9,1664,True,False
0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,2162,False,False
0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,1390,False,False
0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13,3797,False,True
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,3417,False,True
0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11,4017,False,True
0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,3404,False,True
0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,2157,False,True
0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8,37,False,False
0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11,4133,False,True
0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11,366,False,True
0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6,303,False,True
0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,2144,False,True
0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18,2151,False,False
0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10,2947,False,True
0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6,1995,True,False
0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,3679,False,True
0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7,2287,False,False
0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,465,True,False
0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12,186,False,False
0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,1308,False,False
0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,3453,False,False
0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10,534,True,False
0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14,3262,False,False
0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,3451,False,True
0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,425,False,True
0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,1294,True,False
0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6,1997,True,False
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,2737,True,False
0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,2718,True,False
0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11,2699,False,True
0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13,3245,False,False
0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8,4128,False,True
0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9,3991,False,True
0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10,586,True,False
0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5,2812,True,False
0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5,1215,True,False
0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,2349,False,False
0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,755,False,True
0.595,0.48,0.15,1.11,0.498,0.228,0.33,10,858,False,False
0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,3795,False,True
0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12,1732,False,True
0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,1826,True,False
0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9,1260,True,False
0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,2045,True,False
0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11,677,False,False
0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,3337,True,False
0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7,820,True,False
0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,3626,False,True
0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,3448,False,True
0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9,2965,False,True
0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,1439,True,False
0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9,2904,True,False
0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,408,False,True
0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8,3972,False,True
0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,3416,False,True
0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,1460,False,True
0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,1306,True,False
0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,3937,False,True
0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,3555,False,True
0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,371,False,False
0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9,3774,True,False
0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,2042,True,False
0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,2023,False,False
0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12,3800,False,True
0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8,4111,True,False
0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9,1848,True,False
0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,2635,True,False
0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7,932,True,False
0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8,1154,False,True
0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,2600,False,False
0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,2430,True,False
0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13,338,False,True
0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7,1849,True,False
0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15,1747,False,False
0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11,1007,False,True
0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12,1734,False,True
0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12,4096,False,False
0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,2480,False,False
