Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Sex_I,Sex_M,sampleNum
0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10,False,False,2941
0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8,True,False,1111
0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10,False,False,4021
0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,True,False,2557
0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7,True,False,966
0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7,True,False,4025
0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8,True,False,2007
0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,True,False,1600
0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10,False,False,444
0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10,False,True,1791
0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,False,False,2118
0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10,False,False,3072
0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,True,False,2640
0.315,0.235,0.055,0.151,0.065,0.027,0.039,6,True,False,1065
0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,True,False,3483
0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,False,True,854
0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10,True,False,4127
0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6,True,False,1534
0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10,False,True,1198
0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11,False,True,1798
0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,False,False,3582
0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,False,True,3715
0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,False,True,2663
0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13,False,False,2259
0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8,True,False,244
0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11,False,True,3046
0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,False,True,2148
0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13,True,False,551
0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11,False,True,1956
0.575,0.45,0.185,0.925,0.342,0.197,0.35,12,False,True,2175
0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19,False,False,2277
0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14,False,False,2266
0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10,True,False,3728
0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,True,False,3337
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9,False,True,1715
0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,False,False,855
0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10,False,True,2810
0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,False,True,2075
0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8,True,False,1843
0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,False,False,2409
0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,False,False,3312
0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7,True,False,2824
0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13,False,True,2316
0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,True,False,1433
0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14,False,False,2252
0.42,0.335,0.115,0.369,0.171,0.071,0.12,8,False,True,204
0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,False,False,2483
0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,False,True,676
0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,True,False,3326
0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10,False,True,2780
0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,True,False,2197
0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11,False,True,322
0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,False,True,358
0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,False,False,2530
0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7,True,False,709
0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,False,True,2018
0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9,False,True,3158
0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,True,False,3601
0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9,True,False,1876
0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,False,False,1623
0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,False,False,105
0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19,False,False,593
0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9,False,False,1821
0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12,False,False,2968
0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,True,False,1891
0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,False,True,765
0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3,True,False,237
0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,False,True,1370
0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,False,True,255
0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11,False,False,1209
0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,False,False,3571
0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14,False,False,2271
0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10,True,False,1328
0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,False,False,682
0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8,True,False,3974
0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6,True,False,3965
0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,True,False,2003
0.35,0.27,0.075,0.215,0.1,0.036,0.065,6,True,False,1226
0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8,True,False,1554
0.51,0.405,0.12,0.61,0.229,0.131,0.235,11,True,False,3175
0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9,False,False,1907
0.355,0.27,0.1,0.216,0.083,0.037,0.075,10,True,False,3911
0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,False,True,353
0.61,0.46,0.16,1.0,0.494,0.197,0.275,10,False,True,1368
0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,False,True,2168
0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14,False,True,180
0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,True,False,2045
0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10,False,False,3124
0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,True,False,1467
0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,False,False,3705
0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,False,True,3824
0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,False,True,3241
0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,True,False,1228
0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17,True,False,3931
0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17,True,False,3340
0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,False,True,845
0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,False,False,2665
0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9,False,False,2832
0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6,False,False,1039
0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10,False,False,4084
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,False,True,2143
0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15,False,True,28
0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18,False,True,2352
0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8,True,False,1273
0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,False,True,1900
0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,False,False,3302
0.405,0.3,0.11,0.32,0.172,0.044,0.093,7,True,False,1073
0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,True,False,1256
0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,False,False,2386
0.26,0.2,0.07,0.092,0.037,0.02,0.03,6,True,False,424
0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,False,True,2521
0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9,False,True,2988
0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,False,True,760
0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4,True,False,696
0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18,False,False,2270
0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,False,False,885
0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,False,False,1410
0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,False,True,378
0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,False,False,1383
0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16,False,False,371
0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7,True,False,3086
0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,False,True,2062
0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6,True,False,1095
0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16,False,False,363
0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,False,False,2084
0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,False,False,2464
0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,True,False,2166
0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,False,False,228
0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14,False,True,2218
0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11,False,True,1498
0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,True,False,3434
0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,False,True,2381
0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9,True,False,3225
0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,False,False,3678
0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7,True,False,2743
0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,True,False,3751
0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,True,False,3663
0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15,True,False,3207
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11,False,False,2241
0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,False,True,3623
0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,True,False,217
0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,False,True,3946
0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1,True,False,236
0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,False,True,3221
0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12,False,False,727
0.405,0.3,0.09,0.269,0.103,0.067,0.11,6,True,False,1833
0.515,0.385,0.125,0.572,0.237,0.1435,0.165,7,True,False,3028
0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,False,False,3354
0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,True,False,3665
0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,False,True,2614
0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10,True,False,1880
0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10,False,False,1751
0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6,True,False,1064
0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,False,True,3622
0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,True,False,1533
0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,False,False,3395
0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,False,True,419
0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10,True,False,586
0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,True,False,2110
0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,False,True,2367
0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,False,False,1484
0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,True,False,1314
0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,True,False,1826
0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,False,False,981
0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,False,True,3491
0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,False,True,213
0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,False,False,3853
0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8,True,False,904
0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,True,False,3348
0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,True,False,3429
0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17,False,True,2338
0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13,False,False,3245
0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11,False,False,846
0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,True,False,2639
0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8,True,False,4071
0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10,False,False,2132
0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8,False,False,219
0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12,False,False,548
0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,True,False,783
0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,False,False,1472
0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,False,False,2091
0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9,False,True,2964
0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,False,False,3461
0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,False,False,2612
0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,True,False,2630
0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8,True,False,4003
0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9,False,True,851
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,True,False,2637
0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,False,True,3675
0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,False,True,3775
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,False,False,1524
0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,False,True,3592
0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,True,False,1555
0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,False,True,985
0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10,False,True,4083
0.485,0.4,0.155,0.731,0.236,0.183,0.255,11,False,False,3854
0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7,False,False,47
0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,False,True,736
0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10,False,True,1697
0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5,True,False,3142
0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,False,True,3943
0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,6,True,False,4155
0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,False,True,3727
0.53,0.38,0.125,0.616,0.292,0.113,0.185,8,True,False,2891
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,True,False,2719
0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6,True,False,2873
0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,True,False,892
0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,False,True,3711
0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10,False,True,4103
0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,False,False,430
0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9,False,False,2789
0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8,False,False,4168
0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,True,False,2564
0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,False,False,3898
0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,False,True,3725
0.71,0.565,0.2,1.601,0.706,0.321,0.45,11,False,True,2809
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,False,False,1666
0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6,True,False,1995
0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,True,False,1247
0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7,True,False,2980
0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,True,False,2555
0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,False,False,1136
0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10,False,True,629
0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,False,False,3303
0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,False,False,2349
0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,False,False,2401
0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10,True,False,3928
0.415,0.31,0.095,0.34,0.181,0.057,0.083,6,True,False,3999
0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,True,False,2506
0.445,0.33,0.12,0.347,0.12,0.084,0.105,11,True,False,645
0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,False,True,3759
0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5,True,False,3631
0.53,0.425,0.11,0.739,0.237,0.161,0.295,13,False,True,3937
0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11,False,True,2702
0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,False,True,1482
0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11,False,False,692
0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8,True,False,1775
0.65,0.52,0.195,1.676,0.693,0.44,0.47,15,False,True,2955
0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3,True,False,238
0.63,0.5,0.155,1.005,0.367,0.199,0.36,16,False,False,418
0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7,True,False,2636
0.635,0.48,0.235,1.064,0.413,0.228,0.36,16,False,True,3903
0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,False,False,2385
0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11,False,True,2024
0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,False,False,3513
0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10,False,True,2796
0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,True,False,1562
0.355,0.275,0.085,0.22,0.092,0.06,0.15,8,True,False,193
0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11,False,True,2250
0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,False,True,2131
0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,False,False,3590
0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,False,False,2450
0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10,False,False,1669
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7,True,False,2829
0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,False,False,503
0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10,False,True,2776
0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9,False,False,4016
0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,False,True,360
0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11,False,False,1984
0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,True,False,3856
0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6,True,False,1836
0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,True,False,1258
0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9,False,True,4062
0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,False,False,2089
0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,False,True,314
0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7,True,False,3109
0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6,False,True,1102
0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,False,False,2448
0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8,False,False,1651
0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,False,False,1335
0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9,False,True,1142
0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12,False,False,202
0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9,False,False,2997
0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10,False,False,1962
0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,False,False,1369
0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8,True,False,1569
0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12,False,True,1043
0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13,False,True,374
0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19,False,False,442
0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,False,False,886
0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13,False,False,3742
0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,True,False,1581
0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10,True,False,1119
0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14,False,True,192
0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12,False,False,2956
0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,False,False,485
0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6,False,True,264
0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9,False,False,189
0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,False,True,2135
0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,True,False,1091
0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9,False,False,3052
0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17,False,False,769
0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10,False,True,1343
0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10,False,False,4115
0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,False,True,1520
0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,False,True,723
0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12,False,True,2361
0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,False,True,427
0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12,False,True,1364
0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15,False,True,3168
0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,True,False,3758
0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6,True,False,2001
0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8,False,False,1155
0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,False,True,3730
0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11,False,True,4047
0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23,False,False,678
0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11,False,True,862
0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9,False,False,1875
0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8,False,True,969
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,False,True,1645
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,False,False,106
0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,False,False,799
0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,True,False,1329
0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6,True,False,1223
0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,True,False,831
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,True,False,2726
0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,False,True,1660
0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8,True,False,3487
0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10,False,True,2279
0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,True,False,3671
0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8,True,False,1797
0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8,True,False,4002
0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7,True,False,967
0.7,0.575,0.19,2.273,1.095,0.418,0.638,12,False,True,1193
0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17,False,False,2324
0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,False,True,3737
0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,False,True,3313
0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,True,False,1235
0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20,False,True,2275
0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13,False,True,3057
0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,True,False,2330
0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,False,False,3329
0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13,False,True,668
0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,False,False,1506
0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,True,False,3377
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,False,False,1712
0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,False,True,1422
0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,False,True,2380
0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11,False,False,1944
0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,False,False,344
0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7,True,False,2822
0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,False,True,1374
0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10,False,True,3073
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11,False,False,3185
0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11,False,False,1207
0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9,False,True,3135
0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,False,True,705
0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,False,True,160
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9,True,False,2762
0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9,False,False,2232
0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,True,False,925
0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16,False,False,7
0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19,False,True,128
0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,False,False,3680
0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,False,False,3703
0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13,False,False,3147
0.55,0.415,0.135,0.775,0.302,0.179,0.26,23,False,False,2305
0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8,False,False,2981
0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11,True,False,549
0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,False,True,3821
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,False,True,3417
0.58,0.475,0.135,0.925,0.391,0.165,0.275,14,False,False,2314
